company,com_response_to_consumer,date_received,product,sub_product,issue,sub_issu,consumer_complaint_nar,company_pub_response,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_com,timely_response,consumer_dis,complaint_id
"Stephens and Michaels Associates, Inc.",Untimely response,5,5,5,5,5,1,0,5,5,0,3,5,5,5,5,5
Sterling  Hill Financial,Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
"Sterling & Associates, LLC",Closed with explanation,3,3,3,3,3,2,1,3,3,0,3,3,3,3,2,3
"Sterling & Associates, LLC",Untimely response,12,12,12,12,12,4,0,9,8,3,5,12,12,12,0,12
Sterling Asset Resolution LLC,Untimely response,2,2,2,2,2,0,0,2,2,0,1,2,2,2,2,2
"Sterling Atlantic Law Group, PC",Closed with non-monetary relief,2,2,2,2,2,0,0,2,2,1,0,2,2,2,2,2
"Sterling Atlantic Law Group, PC",Untimely response,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1
Sterling Credit Corp.,Closed with explanation,11,11,11,11,11,8,1,11,8,0,8,11,11,11,0,11
Sterling Home Loans Inc,Closed with explanation,3,3,3,3,0,1,0,3,2,1,1,3,3,3,3,3
Sterling Home Loans Inc,Closed with non-monetary relief,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
Sterling Mortgage Services,Closed with explanation,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1
Stern & Stern. P.C.,Closed with explanation,7,7,7,7,6,4,2,7,7,0,6,7,7,7,3,7
"Stevens Business Service, Inc.",Closed,4,4,4,4,4,3,0,4,4,0,4,4,4,4,4,4
"Stevens Business Service, Inc.",Closed with explanation,32,32,31,32,32,13,1,30,28,1,24,32,32,32,14,32
"Stevens Business Service, Inc.",Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
Steward Financial Services LLC,Untimely response,22,22,21,22,17,9,0,22,19,1,18,22,22,22,7,22
"Stewart, Zlimen & Jungers, Attorneys, Ltd.",Closed with explanation,8,8,8,8,8,7,8,8,8,0,8,8,8,8,2,8
"Stewart, Zlimen & Jungers, Attorneys, Ltd.",Closed with non-monetary relief,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
Stillman Law Office,Closed,3,3,3,3,3,1,0,3,3,2,1,3,3,3,3,3
Stillman Law Office,Closed with explanation,61,61,60,61,58,29,16,60,53,12,42,61,61,61,42,61
Stillman Law Office,Closed with non-monetary relief,3,3,3,3,3,0,0,3,3,0,0,3,3,3,3,3
"Stokes & Wolf, P.C.",Closed with non-monetary relief,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"Stone Creek Financial, Inc",Closed with explanation,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
Stone Higgs & Drexler,Closed with explanation,7,7,7,7,7,2,7,7,6,2,3,7,7,7,5,7
Stone Higgs & Drexler,Closed with non-monetary relief,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
Stonebridge Lending Inc.,Closed with explanation,3,3,3,3,0,3,2,3,3,3,3,3,3,3,1,3
"Storehouse Mortgage, LLC",Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
"Straley & Otto, P.A.",Closed with explanation,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
Stratedge Inc,Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Strategic Alliances, Inc.",Closed with explanation,199,199,198,199,197,89,144,193,178,34,140,199,199,199,96,199
"Strategic Alliances, Inc.",Closed with monetary relief,5,5,5,5,5,1,1,5,5,1,1,5,5,5,5,5
"Strategic Alliances, Inc.",Closed with non-monetary relief,31,31,31,31,31,8,11,31,30,2,13,31,31,31,29,31
"Strategic Alliances, Inc.",Untimely response,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"Strategic Automotive Servicing, LLC",Closed with explanation,8,8,8,8,6,6,5,8,7,0,8,8,8,8,2,8
"Strategic Automotive Servicing, LLC",Closed with non-monetary relief,2,2,2,2,2,1,0,2,2,0,2,2,2,2,0,2
Strategic Dealer Services,Closed with explanation,2,2,2,2,1,1,1,2,1,0,1,2,2,2,1,2
"Strategic Financial Solutions, LLC",Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
"Strategic Financial Solutions, LLC",Untimely response,4,4,4,4,3,1,0,4,4,1,3,4,4,4,0,4
Strauss Factor Laing & Lyons,Closed with explanation,4,4,4,4,4,1,0,4,3,2,2,4,4,4,3,4
Strauss Factor Laing & Lyons,Closed with non-monetary relief,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2
"Streamline Financial Group, Inc.",Closed with explanation,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
Streamline Recovery Inc,Closed with explanation,26,26,26,26,26,0,0,25,25,3,0,26,26,26,26,26
Streamline Recovery Inc,Untimely response,9,9,7,9,7,3,0,9,7,0,4,9,9,9,9,9
"Strive Lending, Inc.",Closed with explanation,2,2,2,2,0,0,0,2,2,1,1,2,2,2,0,2
"Stuart-Lippman and Associates, Inc",Closed,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
"Stuart-Lippman and Associates, Inc",Closed with explanation,88,88,85,88,88,42,0,86,74,9,73,88,88,88,40,88
Student Advisor Center LLC,Untimely response,2,2,2,2,2,2,0,2,0,2,2,2,2,2,0,2
Student Aid Experts,Closed with explanation,2,2,2,2,1,1,0,2,2,0,1,2,2,2,0,2
Student Assist Plus LLC,Closed with explanation,9,9,9,9,7,2,6,8,7,1,3,9,9,9,4,9
Student Assist Plus LLC,Closed with monetary relief,6,6,6,6,4,1,6,6,5,2,2,6,6,6,5,6
Student Assist Plus LLC,Closed with non-monetary relief,4,4,4,4,3,3,4,4,2,0,3,4,4,4,3,4
"Student Connections, LLC",Closed with explanation,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
Student Debt Center LLC,Closed with explanation,5,5,5,5,3,3,4,5,3,0,5,5,5,5,5,5
Student Debt Consolidating,Closed with explanation,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
Student Debt Consolidation LLC,Closed with explanation,2,2,2,2,2,1,0,2,1,0,2,2,2,2,1,2
"Student Debt USA, LLC",Closed with explanation,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"Student Funding Corporation of America, Inc.",Closed with explanation,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
"Student Loan Care, LLC",Closed,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"Student Loan Care, LLC",Closed with explanation,18,18,18,18,14,9,8,17,16,0,13,18,18,18,0,18
"Student Loan Care, LLC",Closed with monetary relief,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"Student Loan Care, LLC",Untimely response,4,4,4,4,4,2,0,3,3,0,3,4,4,4,0,4
"Student Loan Control, LLC",Closed with explanation,2,2,2,2,2,1,0,2,2,0,2,2,2,2,0,2
Student Loan Debt Agency,Closed with explanation,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
Student Loan Debt Agency,Untimely response,11,11,11,11,11,10,0,11,8,0,10,11,11,11,0,11
Student Loan Direct,Closed with explanation,11,11,11,11,8,7,2,10,9,1,8,11,11,11,0,11
Student Loan Direct,Closed with monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
Student Loan Discharge Options LLC,Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
Student Loan Finance Corporation,Closed with explanation,51,51,51,51,40,10,22,50,46,5,20,51,51,51,45,51
Student Loan Finance Corporation,Closed with monetary relief,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
Student Loan Finance Corporation,Closed with non-monetary relief,6,6,6,6,6,3,4,6,5,1,4,6,6,6,5,6
Student Loan Financial Assistance,Closed with explanation,3,3,3,3,2,3,1,3,3,0,3,3,3,3,0,3
Student Loan Financial Assistance,Closed with monetary relief,3,3,3,3,2,1,1,1,1,1,1,3,3,3,0,3
Student Loan Financial Assistance,Untimely response,11,11,11,11,9,2,0,11,11,1,3,11,11,11,0,11
"Student Loan Freedom, LLC",Closed with monetary relief,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"Student Loan Freedom, LLC",Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
"Student Loan Processing Direct, INC",Closed with monetary relief,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"Student Loan Processing Direct, INC",Untimely response,28,28,28,28,27,16,0,28,25,4,26,28,28,28,9,28
"Student Loans Consolidated, Inc",Closed with explanation,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"Student Loans Consolidated, Inc",Closed with monetary relief,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"Student Loans Consolidated, Inc",Untimely response,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
Student Relief LLC,Closed with non-monetary relief,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
Student Services,Closed,3,3,3,3,3,2,3,3,3,0,3,3,3,3,3,3
Student Services,Closed with explanation,10,10,9,10,6,5,10,10,9,1,8,10,10,10,4,10
Student Services,Closed with monetary relief,5,5,5,5,2,3,5,5,4,0,5,5,5,5,5,5
Student Services,Closed with non-monetary relief,6,6,6,6,3,3,6,6,6,1,5,6,6,6,6,6
Student Services,Untimely response,4,4,4,4,1,1,0,2,1,0,1,4,4,4,0,4
"Student Zoom, LLC",Closed with explanation,2,2,2,2,1,0,1,2,2,0,0,2,2,2,2,2
"Student Zoom, LLC",Untimely response,9,9,9,9,7,1,0,8,8,0,4,9,9,9,6,9
"Styner Enterprises, Inc.",Closed with non-monetary relief,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
Suburban Credit Corporation,Closed,43,43,43,43,43,12,0,43,43,6,27,43,43,43,43,43
Suburban Credit Corporation,Closed with explanation,72,72,72,72,72,27,1,72,70,7,52,72,72,72,40,72
Suburban Mortgage Company of New Mexico,Closed with explanation,5,5,5,5,0,0,0,5,5,0,0,5,5,5,5,5
Suburban Mortgage Company of New Mexico,Closed with non-monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
Suburban Mortgage Company of New Mexico,Untimely response,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1
"Success Mortgage, LLC",Closed with explanation,2,2,2,2,0,0,0,2,2,1,0,2,2,2,2,2
"Success Mortgage, LLC",Untimely response,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1
Suffolk Consulting Group Inc,Closed with monetary relief,2,2,2,2,0,0,0,2,2,0,0,2,2,2,0,2
Sullivan & Terranova,Closed with explanation,5,5,5,5,5,2,3,5,4,0,4,5,5,5,5,5
"Sullivan Asset Management, LLC",Closed with explanation,12,12,12,12,12,8,1,12,11,0,11,12,12,12,12,12
"Sullivan Asset Management, LLC",Untimely response,2,2,2,2,2,1,0,2,2,0,2,2,2,2,0,2
"Sum Investments, Inc.",Closed with explanation,2,2,2,2,2,1,1,2,2,0,1,2,2,2,1,2
"Summit Account & Computer Service, Inc.",Closed with explanation,3,3,3,3,3,1,1,3,2,0,2,3,3,3,1,3
"Summit AmeriFirst Holdings, Inc.",Closed,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Summit AmeriFirst Holdings, Inc.",Closed with explanation,10,10,10,10,4,6,1,10,7,2,7,10,10,10,7,10
"Summit Collection Services, Inc.",Closed with explanation,5,5,5,5,5,3,2,5,4,1,3,5,5,5,3,5
Summit Consumer Group,Untimely response,6,6,6,6,6,4,0,5,5,1,5,6,6,6,5,6
SunTx Capital Partners,Closed with explanation,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2
"Suna Capital III, LLC",Closed with explanation,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1
Sunlan Corporation,Closed with explanation,6,6,6,6,6,2,5,6,6,0,5,6,6,6,2,6
"Sunset Management, Inc",Closed,4,4,4,4,1,3,4,4,3,0,4,4,4,4,4,4
"Sunset Management, Inc",Closed with explanation,29,29,28,29,17,11,17,27,23,2,21,29,29,29,10,29
"Sunset Management, Inc",Closed with monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Sunset Solutions Group, LLC",Untimely response,5,5,5,5,5,5,0,5,3,1,5,5,5,5,0,5
Sunshine State Credit,Closed with explanation,3,3,3,3,3,1,1,3,3,0,3,3,3,3,0,3
Sunshine State Credit,Closed with non-monetary relief,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"Superior Adjustment, Inc.",Closed,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"Superior Adjustment, Inc.",Closed with explanation,9,9,9,9,9,5,0,9,5,1,6,9,9,9,3,9
"Superior Adjustment, Inc.",Closed with non-monetary relief,3,3,3,3,3,1,1,3,3,1,3,3,3,3,2,3
"Superior Home Loans, Inc.",Closed with monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1
"Support Collectors, Inc.",Closed with explanation,18,18,18,18,18,9,8,18,16,2,13,18,18,18,11,18
Supreme Lending,Closed,11,11,11,11,0,1,1,11,11,2,1,11,11,11,11,11
Supreme Lending,Closed with explanation,47,47,47,47,3,28,18,47,41,6,36,47,47,47,16,47
Supreme Lending,Closed with monetary relief,5,5,5,5,0,4,3,5,5,1,4,5,5,5,5,5
Supreme Lending,Closed with non-monetary relief,2,2,2,2,0,1,2,2,2,0,2,2,2,2,2,2
Supreme Solutions,Closed with explanation,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
Sure Recovery Service LLC,Closed,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
Sure Recovery Service LLC,Closed with explanation,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
"Surf Consultants, Inc.",Closed with explanation,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"Susan J. Szwed, P.A.",Closed with explanation,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2
"Susan J. Szwed, P.A.",Closed with non-monetary relief,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2
"Suttell, Hammer & White, P.S",Closed with explanation,106,106,103,106,103,34,2,105,94,16,63,106,106,106,65,106
Swan Financial Corporation,Closed with explanation,4,4,4,4,0,1,3,4,4,1,3,4,4,4,2,4
"Swartz & Brough, Inc",Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
Swe Homes LP,Closed with explanation,9,9,9,9,0,4,1,8,6,0,6,9,9,9,3,9
Swe Homes LP,Closed with monetary relief,7,7,7,7,0,1,0,7,6,1,2,7,7,7,6,7
"Sykes,Bourdon,Ahern & Levy, P.C.",Closed with explanation,4,4,4,4,4,2,0,4,3,2,4,4,4,4,3,4
Synergetic Communication Inc,Closed with explanation,91,91,91,91,86,38,74,89,83,13,59,91,91,91,39,91
"Synerprise Consulting Services, Inc.",Closed,3,3,3,3,3,1,0,3,3,0,1,3,3,3,3,3
"Synerprise Consulting Services, Inc.",Closed with explanation,125,125,125,125,124,49,1,125,117,12,92,125,125,125,44,125
"Synerprise Consulting Services, Inc.",Closed with non-monetary relief,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
Synovus Bank,Closed,4,4,3,4,0,0,0,4,4,0,0,4,4,4,4,4
Synovus Bank,Closed with explanation,622,622,505,622,336,216,4,607,552,95,356,622,622,622,273,622
Synovus Bank,Closed with monetary relief,63,63,39,63,19,24,1,60,55,4,32,63,63,63,45,63
Synovus Bank,Closed with non-monetary relief,17,17,7,17,0,3,1,17,17,3,5,17,17,17,17,17
Synovus Bank,Closed with relief,10,10,7,10,0,0,0,10,10,0,0,10,10,10,10,10
Synovus Bank,Closed without relief,11,11,8,11,0,0,0,11,11,0,0,11,11,11,11,11
Synovus Bank,In progress,5,5,5,5,5,0,0,5,4,2,0,5,5,5,0,5
Synovus Bank,Untimely response,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1
"Synter Resource Group, LLC.",Closed with explanation,11,11,11,11,11,6,3,11,9,1,9,11,11,11,0,11
"Systematic National Collection, Inc.",Closed,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2
"Systematic National Collection, Inc.",Closed with explanation,44,44,44,44,44,19,8,44,43,18,39,44,44,44,11,44
"Szuba & Associates, PLLC",Closed with explanation,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
"T & I Enterprises, LLC",Closed with explanation,2,2,2,2,2,1,0,2,2,0,2,2,2,2,0,2
"T & O Recoveries, LLC",Closed with explanation,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"T.J. FINANCIAL, INC.",Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
TAG Financial Services Inc.,Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"TAG Intermediate Holding Company, LLC",Closed with monetary relief,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
TAMMAC HOLDINGS CORP,Closed with explanation,19,19,19,19,4,5,8,19,17,4,9,19,19,19,12,19
TAYLOR MORRISON HOME FUNDING,Closed with explanation,15,15,15,15,0,4,4,13,12,2,10,15,15,15,7,15
TAYLOR MORRISON HOME FUNDING,Closed with non-monetary relief,2,2,2,2,0,0,0,2,2,0,1,2,2,2,2,2
TCAR Inc,Closed with explanation,2,2,2,2,1,1,1,2,2,0,2,2,2,2,2,2
TCAR Inc,Untimely response,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1
TCF & ASSOCIATES,Untimely response,2,2,2,2,1,1,0,2,1,1,2,2,2,2,0,2
TCF FINANCIAL CORPORATION,Closed,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1
TCF FINANCIAL CORPORATION,Closed with explanation,86,86,86,86,36,21,72,82,75,3,32,86,86,86,14,86
TCF FINANCIAL CORPORATION,Closed with monetary relief,21,21,21,21,9,7,19,20,16,5,12,21,21,21,5,21
TCF FINANCIAL CORPORATION,Closed with non-monetary relief,3,3,3,3,2,2,3,3,3,1,2,3,3,3,0,3
TCF FINANCIAL CORPORATION,In progress,4,4,4,4,1,0,0,3,3,1,1,4,4,4,0,4
TCF NATIONAL BANK,Closed,2,2,2,2,0,1,2,2,2,0,2,2,2,2,2,2
TCF NATIONAL BANK,Closed with explanation,1192,1192,1178,1192,441,295,756,1158,1088,143,450,1192,1192,1192,742,1192
TCF NATIONAL BANK,Closed with monetary relief,468,468,465,468,97,84,211,460,446,34,124,468,468,468,368,468
TCF NATIONAL BANK,Closed with non-monetary relief,174,174,172,174,71,48,101,171,159,21,91,174,174,174,107,174
TCF NATIONAL BANK,Closed with relief,52,52,52,52,0,0,0,52,52,3,0,52,52,52,52,52
TCF NATIONAL BANK,Closed without relief,24,24,24,24,0,0,0,24,24,4,0,24,24,24,24,24
TCN Inc,Closed with explanation,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
TCN Inc,Closed with non-monetary relief,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
TD BANK US HOLDING COMPANY,Closed,13,13,11,13,2,0,0,13,13,1,0,13,13,13,13,13
TD BANK US HOLDING COMPANY,Closed with explanation,6467,6467,5703,6467,2949,1817,0,6312,5833,721,2995,6467,6467,6467,3313,6467
TD BANK US HOLDING COMPANY,Closed with monetary relief,2646,2646,2314,2646,864,757,0,2604,2391,286,1089,2646,2646,2646,1705,2646
TD BANK US HOLDING COMPANY,Closed with non-monetary relief,1363,1363,1141,1363,683,468,0,1331,1232,162,772,1363,1363,1363,703,1363
TD BANK US HOLDING COMPANY,Closed with relief,64,64,58,64,0,0,0,64,64,5,0,64,64,64,64,64
TD BANK US HOLDING COMPANY,Closed without relief,148,148,129,148,0,0,0,147,147,15,0,148,148,148,148,148
TD BANK US HOLDING COMPANY,In progress,7,7,7,7,6,0,0,7,7,0,0,7,7,7,0,7
TD BANK US HOLDING COMPANY,Untimely response,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"TDF Financial Services, Inc.",Closed with explanation,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1
"TDF Financial Services, Inc.",Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
TEAM USA MORTGAGE L.L.C.,Closed with explanation,4,4,4,4,0,2,4,4,4,1,4,4,4,4,0,4
TENET HEALTHCARE CORPORATION,Closed,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2
TENET HEALTHCARE CORPORATION,Closed with explanation,1235,1235,1218,1235,1227,530,772,1231,1151,141,985,1235,1235,1235,875,1235
TESLA MOTORS INC,Closed with explanation,3,3,3,3,3,1,3,3,3,0,3,3,3,3,0,3
"TEXAS CAPITAL BANCSHARES, INC.",Closed with explanation,2,2,2,2,0,0,0,2,2,0,1,2,2,2,0,2
TEXAS HIGHER EDUCATION COORDINATING BOARD,Closed with explanation,40,40,40,40,35,11,2,40,38,3,23,40,40,40,25,40
TEXAS HIGHER EDUCATION COORDINATING BOARD,Untimely response,3,3,3,3,0,0,0,3,3,0,0,3,3,3,3,3
TFC Credit Corporation,Closed with explanation,3,3,3,3,3,0,1,3,3,0,2,3,3,3,2,3
TFC Credit Corporation,Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
TFC Credit Corporation of California,Closed with explanation,21,21,21,21,21,8,2,18,15,2,14,21,21,21,5,21
"TFC Group, LLC",Closed with explanation,10,10,10,10,1,8,9,10,10,1,8,10,10,10,4,10
TFLC Trust,Closed with monetary relief,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
TH Professional & Medical Collections LTD,Closed,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
TH Professional & Medical Collections LTD,Closed with explanation,17,17,17,17,17,10,10,17,12,6,17,17,17,17,8,17
TH Professional & Medical Collections LTD,Closed with non-monetary relief,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1
"THE GENESIS GROUP, INC.",Closed with explanation,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
THE GUERRINI LAW FIRM,Closed with explanation,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"THE JUDGE LAW FIRM, A LAW CORPORATION",Closed with explanation,2,2,2,2,2,1,2,2,2,0,2,2,2,2,1,2
"THE MONEY HOUSE, INC.",Closed with explanation,4,4,4,4,1,0,1,4,4,1,2,4,4,4,1,4
THE STUDENT LOAN HELP CENTER,Untimely response,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1
"THE VALLE LAW FIRM, P.A.",Untimely response,3,3,3,3,3,2,0,3,3,1,3,3,3,3,3,3
THIRD FEDERAL SAVINGS & LOAN ASSOCIATION OF CLEVELAND,Closed with explanation,191,191,191,191,11,36,2,188,184,34,62,191,191,191,140,191
THIRD FEDERAL SAVINGS & LOAN ASSOCIATION OF CLEVELAND,Closed with non-monetary relief,3,3,3,3,0,2,0,3,3,0,2,3,3,3,1,3
THIRD FINANCIAL SERVICES CORP,Closed with explanation,5,5,5,5,0,0,0,5,5,0,0,5,5,5,5,5
THIRD FINANCIAL SERVICES CORP,Untimely response,2,2,2,2,0,0,0,2,2,0,0,2,2,2,0,2
"TIAA, FSB",Closed,2,2,2,2,0,0,0,2,2,0,0,2,2,2,2,2
"TIAA, FSB",Closed with explanation,1155,1155,1152,1155,108,193,14,1143,1084,145,323,1155,1155,1155,891,1155
"TIAA, FSB",Closed with monetary relief,12,12,12,12,0,1,0,12,12,1,2,12,12,12,11,12
"TIAA, FSB",Closed with non-monetary relief,8,8,7,8,1,0,0,8,8,0,0,8,8,8,8,8
"TIAA, FSB",Closed with relief,4,4,4,4,0,0,0,4,4,0,0,4,4,4,4,4
"TIAA, FSB",Closed without relief,54,54,54,54,0,0,0,54,54,3,0,54,54,54,54,54
"TIAA, FSB",In progress,4,4,4,4,0,0,0,4,4,0,0,4,4,4,0,4
TICE ASSOCIATES INC,Closed with explanation,6,6,6,6,6,2,1,6,5,0,5,6,6,6,0,6
"TIDEWATER FINANCE COMPANY, INC.",Closed with explanation,194,194,186,194,140,108,1,192,175,28,165,194,194,194,66,194
"TIDEWATER FINANCE COMPANY, INC.",Closed with monetary relief,8,8,8,8,1,0,0,8,8,1,0,8,8,8,8,8
"TIDEWATER FINANCE COMPANY, INC.",Closed with non-monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"TIDEWATER FINANCE COMPANY, INC.",In progress,7,7,7,7,6,0,0,7,7,2,0,7,7,7,0,7
"TJC Mortgage, Inc.",Closed with explanation,4,4,4,4,0,3,2,4,4,1,3,4,4,4,3,4
"TJC Mortgage, Inc.",Closed with monetary relief,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
TJR Asset Recovery LLC,Untimely response,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"TK Credit Recovery, Inc",Closed with explanation,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1
"TLP Mortgage Advisors, LLC",Closed,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"TLP Mortgage Advisors, LLC",Closed with explanation,2,2,2,2,1,0,1,2,2,0,0,2,2,2,0,2
TMAGNUSONE Inc,Closed with explanation,2,2,2,2,0,0,1,0,0,0,0,2,2,2,0,2
TMAGNUSONE Inc,Untimely response,3,3,3,3,3,1,0,2,2,0,2,3,3,3,0,3
TMX Finance LLC,Closed,9,9,6,9,2,1,0,9,8,1,1,9,9,9,9,9
TMX Finance LLC,Closed with explanation,527,527,510,527,80,233,0,515,463,95,327,527,527,527,323,527
TMX Finance LLC,Closed with monetary relief,17,17,16,17,1,0,0,16,16,5,0,17,17,17,17,17
TMX Finance LLC,Closed with non-monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
TMX Finance LLC,Untimely response,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1
TOLEDO FINANCE CORPORATION,Closed with explanation,19,19,19,19,12,9,0,19,15,0,18,19,19,19,0,19
TOLL BROTHERS INC,Closed with explanation,24,24,24,24,0,9,11,24,20,5,14,24,24,24,18,24
TOLL BROTHERS INC,Closed with monetary relief,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
TOP FLITE FINANCIAL INC,Closed with explanation,8,8,8,8,1,3,0,8,6,1,3,8,8,8,4,8
TOP FLITE FINANCIAL INC,Closed with monetary relief,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1
TOTAL FINANCE AC LLC,Closed with explanation,14,14,14,14,7,8,9,12,11,1,9,14,14,14,7,14
TOTAL FINANCE AC LLC,Closed with monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
TOTAL FINANCE AC LLC,Closed with non-monetary relief,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
TOTAL MORTGAGE SERVICES LLC,Closed,2,2,2,2,0,1,0,2,1,0,1,2,2,2,2,2
TOTAL MORTGAGE SERVICES LLC,Closed with explanation,11,11,11,11,0,5,1,11,10,2,7,11,11,11,8,11
"TOWER LOAN OF MISSISSIPPI, INC.",Closed with explanation,412,412,405,412,191,188,225,407,318,61,290,412,412,412,223,412
"TOWER LOAN OF MISSISSIPPI, INC.",Closed with monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"TOWER LOAN OF MISSISSIPPI, INC.",Closed with non-monetary relief,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1
TOWER MORTGAGE CORPORATION,Closed with explanation,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
TOWNE MORTGAGE COMPANY,Closed,3,3,3,3,0,1,3,3,3,0,3,3,3,3,3,3
TOWNE MORTGAGE COMPANY,Closed with explanation,32,32,32,32,1,11,20,32,28,4,19,32,32,32,22,32
TOWNE MORTGAGE COMPANY,Closed with monetary relief,5,5,5,5,0,5,5,5,5,2,5,5,5,5,1,5
