company,date_received,product,sub_product,issue,sub_issu,consumer_complaint_nar,company_pub_response,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_com,com_response_to_consumer,timely_response,consumer_dis,complaint_id
Professional Recovery Services Inc.(Closed),15,15,15,15,15,0,1,14,14,3,0,15,15,15,15,15,15
"Professional Recovery of Longmont, Inc.",2,2,2,2,2,0,1,2,2,0,1,2,2,2,2,2,2
"Professional Recovery, Inc.",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
Professional Service Bureau,17,17,17,17,17,9,11,17,15,5,13,17,17,17,17,13,17
"Professional Services of NY, Ltd.",1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
"Professional Solutions Collection Agency, LLC",3,3,3,3,3,1,1,3,3,0,2,3,3,3,3,3,3
"Professional Systems of Mankato, Inc.",3,3,3,3,2,1,0,3,2,1,3,3,3,3,3,0,3
Profit Services Group,73,73,73,73,73,37,54,71,59,13,63,73,73,73,73,37,73
Progressive Debt Relief LLC,2,2,1,2,1,0,1,2,2,1,2,2,2,2,2,1,2
"Progressive Financial Services, Inc.",220,220,218,220,213,56,111,220,204,40,106,220,220,220,220,202,220
"Progrexion Holdings, Inc.",1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1
"Proscript media and advertising services, llc DBA Bank Rover",1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1
"Prospect Financial Group, Inc",6,6,6,6,0,4,4,6,5,1,5,6,6,6,6,5,6
"Prospect Mortgage, LLC",113,113,113,113,1,29,11,111,103,17,49,113,113,113,113,105,113
Prospect Recovery Solutions LLC,5,5,5,5,5,2,0,5,4,1,5,5,5,5,5,1,5
Prosper Law Group,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
"Prosper Marketplace, Inc.",275,275,273,275,140,160,84,272,240,54,252,275,275,275,275,69,275
Prosperity Connection,2,2,2,2,0,1,2,2,1,0,1,2,2,2,2,2,2
"Protas, Spivok & Collins, LLC",29,29,28,29,26,16,1,28,24,3,21,29,29,29,29,15,29
"Protocol Recovery Service, Inc.",26,26,26,26,26,1,0,26,26,4,3,26,26,26,26,24,26
Provadus LLC,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
Prudent Law Group,27,27,27,27,0,0,0,27,27,4,0,27,27,27,27,27,27
Public Auto Sales Inc.,5,5,5,5,2,2,0,5,5,0,2,5,5,5,5,4,5
"Public Title Services, LLC",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
"Puerto Rico Consumer Debt Management Co., Inc.",3,3,2,3,2,1,3,3,3,1,2,3,3,3,3,3,3
Purpose Funding Inc.,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1
QC HOLDINGS INC,94,94,70,94,48,33,52,94,83,15,51,94,94,94,94,67,94
"QUICKEN LOANS, INC.",2161,2161,2141,2161,188,875,28,2118,1844,409,1213,2161,2161,2161,2161,1324,2161
QUIK FUND INC.,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
"Quad Corporation, Inc.",9,9,9,9,9,5,4,9,6,1,7,9,9,9,9,7,9
"Qualey Law Group, Inc.",5,5,5,5,5,4,4,5,5,0,4,5,5,5,5,2,5
Qualified Home Solutions LLC,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
Quality Acceptance llc,59,59,59,59,28,38,0,58,57,6,53,59,59,59,59,33,59
Quality Asset Recovery LLC,155,155,154,155,155,67,123,154,137,12,111,155,155,155,155,56,155
Quality Lenders Inc,5,5,5,5,2,5,0,5,5,0,5,5,5,5,5,3,5
Quality Loan Service Corporation,290,290,290,290,49,62,218,286,277,29,97,290,290,290,290,203,290
"Quality Recovery Services, Inc.",50,50,48,50,50,30,33,49,46,5,43,50,50,50,50,19,50
"Quality Title, Inc.",1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
Quall Cardot LLP,8,8,8,8,8,3,1,7,7,1,4,8,8,8,8,4,8
Quantum Accounts Receivable Management Services Inc.,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
Quantum Leap Mortgage Corporation,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1
Quantum Servicing Corporation,36,36,36,36,3,1,2,36,36,4,5,36,36,36,36,34,36
"Quantum3 Group, LLC",2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,0,2
"Quick Bridge Funding, LLC",16,16,14,16,9,6,5,16,15,2,12,16,16,16,16,9,16
"Quick Click Loans, LLC",52,52,49,52,23,24,34,52,48,11,31,52,52,52,52,33,52
Quick Debt Services LLC,13,13,13,13,10,6,8,13,13,1,11,13,13,13,13,8,13
R & B Corporation of Virginia,316,316,312,316,316,113,215,311,281,56,235,316,316,316,316,145,316
"R & R Collection Service, Inc.",20,20,19,20,20,7,3,20,20,2,13,20,20,20,20,9,20
"R J Baucum Enterprises, Inc.",11,11,11,11,11,6,2,11,10,1,8,11,11,11,11,7,11
"R&R Medical Billing, Inc.",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"R&R Professional Recovery, Inc.",26,26,26,26,26,7,5,26,25,6,12,26,26,26,26,20,26
"R.A.Rogers, Inc.",70,70,70,70,70,28,1,70,65,9,56,70,70,70,70,32,70
R.C. Temme Corporation,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1
"R.M. Galicia, Inc.",413,413,411,413,411,152,330,411,392,51,305,413,413,413,413,218,413
"R.M. Jackson & Associates, P.C.",2,2,2,2,2,1,1,2,1,0,2,2,2,2,2,1,2
"R.T.R. Financial Services, Inc.",6,6,6,6,6,0,3,6,5,0,3,6,6,6,6,0,6
R3 Processing,3,3,3,3,3,2,1,3,2,1,3,3,3,3,3,1,3
"RAB PERFORMANCE RECOVERIES, LLC",20,20,20,20,20,15,19,20,16,3,18,20,20,20,20,13,20
"RAB, INC.",27,27,27,27,27,11,8,27,24,1,24,27,27,27,27,12,27
"RABOBANK, NATIONAL ASSOCIATION",106,106,104,106,18,19,2,106,100,22,32,106,106,106,106,84,106
"RANLife, Inc.",5,5,5,5,0,3,5,5,5,1,5,5,5,5,5,3,5
"RAS LaVrar, LLC",27,27,27,27,27,14,0,26,21,5,16,27,27,27,27,0,27
"RAYBOUN MULLIGAN, PLLC",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"RAYMOND JAMES BANK, NATIONAL ASSOCIATION",7,7,7,7,0,6,4,7,4,3,6,7,7,7,7,5,7
"RCO Hawaii, LLLC",7,7,7,7,4,0,0,7,7,0,0,7,7,7,7,7,7
"RCO Legal, P.S.",17,17,17,17,7,0,7,17,17,1,2,17,17,17,17,17,17
"RCS Recovery Services, LLC",18,18,18,18,13,7,11,18,16,2,12,18,18,18,18,11,18
"RD Fuller Company, LLC",4,4,4,4,4,3,0,4,3,1,3,4,4,4,4,1,4
RDK Collections Inc.,4,4,4,4,4,0,0,4,4,1,1,4,4,4,4,4,4
READY MORTGAGE LENDERS LLC,4,4,4,4,0,1,4,4,4,1,4,4,4,4,4,4,4
REARDEN S INCORPORATED,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1
REDWOOD MORTGAGE INVESTORS,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
REGENCY MORTGAGE CORP.,2,2,2,2,0,0,0,2,2,0,0,2,2,2,2,2,2
REGIONAL MANAGEMENT CORPORATION,322,322,314,322,198,119,0,311,278,50,204,322,322,322,322,171,322
REGIONS FINANCIAL CORPORATION,4200,4200,3996,4200,1229,882,2594,4095,3861,490,1396,4200,4200,4200,4200,2777,4200
"REISENFELD & ASSOCIATES LPA, LLC",2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2
"RELIABLE FINANCIAL SERVICES, INC.",11,11,11,11,11,4,4,10,10,4,10,11,11,11,11,0,11
RELIANCE FIRST CAPITAL LLC,31,31,31,31,2,17,4,29,23,6,22,31,31,31,31,14,31
REMAX,2,2,2,2,1,1,0,2,1,1,2,2,2,2,2,1,2
RENASANT CORPORATION,18,18,18,18,14,12,16,17,10,5,14,18,18,18,18,0,18
"REPORTS, INC.",3,3,3,3,3,1,3,3,3,0,3,3,3,3,3,1,3
"REPUBLIC MORTGAGE HOME LOANS, LLC",12,12,12,12,2,3,0,12,12,1,8,12,12,12,12,11,12
RESIDENTIAL BANCORP,11,11,11,11,0,4,4,11,10,0,6,11,11,11,11,3,11
RESIDENTIAL HOME FUNDING CORP.,20,20,20,20,3,7,12,20,14,5,15,20,20,20,20,10,20
RESIDENTIAL MORTGAGE CORP,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
RESIDENTIAL MORTGAGE SERVICES,12,12,12,12,0,3,8,12,12,1,7,12,12,12,12,8,12
RESIDENTIAL WHOLESALE MORTGAGE,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
"RESMAC, INC.",12,12,12,12,0,3,2,12,11,4,6,12,12,12,12,7,12
RESOCORE ASSET MANAGEMENT,3,3,3,3,3,2,1,3,3,0,3,3,3,3,3,0,3
RESOURCE PRO,2,2,2,2,0,0,0,2,2,0,0,2,2,2,2,1,2
RESPONSIVE MORTGAGE CORPORATION,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1
RETAIL MERCHANTS ASSOCIATION OF LUBBOCK,2,2,2,2,2,0,1,2,2,0,2,2,2,2,2,1,2
REVERSE MORTGAGE INVESTMENT TR,49,49,48,49,1,9,45,46,43,22,24,49,49,49,49,17,49
"REVERSE MORTGAGE SOLUTIONS, INC.",476,476,476,476,11,124,143,466,421,217,216,476,476,476,476,316,476
"REVERSE MORTGAGE USA, INC.",2,2,2,2,0,0,0,2,2,1,1,2,2,2,2,0,2
"RFNA, LP",193,193,190,193,102,106,2,192,158,25,157,193,193,193,193,76,193
"RGL Associates, Inc.",10,10,10,10,10,3,4,10,10,1,7,10,10,10,10,7,10
"RGS Financial, Inc.",130,130,127,130,128,59,57,128,115,16,95,130,130,130,130,75,130
"RHF Commercial Capital, LLC",1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1
RIA FINANCIAL,127,127,127,127,0,51,80,125,113,16,82,127,127,127,127,58,127
"RIGHT START MORTGAGE, INC.",7,7,7,7,0,3,6,7,7,0,5,7,7,7,7,4,7
RJM ACQUISITION LLC,173,173,166,173,166,8,0,173,170,22,12,173,173,173,173,173,173
RK Chevrolet Subaru,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
RLB Texas Auto Center LLC,3,3,3,3,3,2,2,3,3,1,3,3,3,3,3,0,3
RMA Credit Association,18,18,18,18,18,5,9,18,14,1,15,18,18,18,18,7,18
"RMB, Inc.",47,47,47,47,47,19,2,47,43,5,26,47,47,47,47,37,47
"RMCN Credit Services, Inc.",2,2,2,2,0,0,0,2,2,1,0,2,2,2,2,2,2
"RMI Services, LLC",9,9,9,9,9,1,0,9,8,0,3,9,9,9,9,8,9
RMK Financial Corp,15,15,15,15,0,6,7,15,13,4,10,15,15,15,15,12,15
"RMR FINANCIAL, INC",3,3,3,3,0,0,0,3,3,0,0,3,3,3,3,3,3
"RMS-Recovery Management Services, Inc.",78,78,78,78,77,29,2,77,70,13,61,78,78,78,78,42,78
"RNN Group, Inc",10,10,10,10,10,5,4,10,8,1,7,10,10,10,10,0,10
ROBERT TIMMS AND ASSOCIATES INC.,4,4,4,4,4,1,2,4,3,0,4,4,4,4,4,4,4
"ROC Asset Solutions, LLC",104,104,98,104,89,59,18,104,94,7,98,104,104,104,104,74,104
"ROCKFORD MERCANTILE AGENCY, INC.",10,10,10,10,10,4,0,10,9,2,7,10,10,10,10,7,10
ROCKY MOUNTAIN MORTGAGE COMPANY,8,8,8,8,0,2,4,8,8,1,4,8,8,8,8,4,8
ROCKY POINT CAPITAL LLC,6,6,6,6,6,3,0,6,6,1,3,6,6,6,6,6,6
ROSS MORTGAGE CORPORATION,4,4,4,4,0,1,1,4,4,1,2,4,4,4,4,3,4
"ROWLETT MORTGAGE LENDING, LTD",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
ROYAL UNITED MORTGAGE LLC,58,58,57,58,1,31,33,58,51,18,40,58,58,58,58,34,58
RP FUNDING INCORPORATED,30,30,30,30,1,10,7,27,24,4,18,30,30,30,30,15,30
RP Field Services LLC,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
RPT Recovery Authority LLC,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
RR Resource-Recovery,17,17,17,17,17,7,0,17,13,0,11,17,17,17,17,15,17
"RS Clark and Associates, Inc.",195,195,195,195,194,73,65,194,184,22,148,195,195,195,195,101,195
"RSB Equity Group, LLC",13,13,12,13,12,2,0,12,12,2,2,13,13,13,13,13,13
"RSH & Associates, LLC",49,49,49,49,48,21,5,49,45,8,31,49,49,49,49,30,49
"RSI Enterprises, Inc.",98,98,98,98,98,39,6,96,86,13,78,98,98,98,98,57,98
RSR & ASSOCIATES INC.,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2
"RSVP Lending, LLC dba RSVP Loans",3,3,3,3,1,3,2,3,1,0,3,3,3,3,3,0,3
"RUI Credit Services, Inc.",13,13,13,13,13,2,0,12,10,2,7,13,13,13,13,9,13
RUOFF MORTGAGE,7,7,7,7,1,5,5,7,6,1,5,7,7,7,7,4,7
"RUSH COLLECTIONS AGENCY, CORP.",2,2,2,2,2,0,1,2,2,1,0,2,2,2,2,0,2
RUSHMORE LOAN MANAGEMENT SERVICES LLC,2124,2124,2121,2124,138,679,215,2078,1889,280,1242,2124,2124,2124,2124,951,2124
"RUSSELL, MIRKOVICH & MORROW",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
RWLS Mortgage LLC,2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,2
"Radiant Title, LLC",1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
Radius Global Solutions LLC,950,950,946,950,934,407,536,934,827,141,702,950,950,950,950,357,950
"Ragan & Ragan, PC",20,20,20,20,20,3,4,20,18,3,7,20,20,20,20,13,20
"Rainier Collection Services, Inc.",6,6,6,6,6,1,0,6,6,0,4,6,6,6,6,5,6
"Rainier Financial Group, LLC",5,5,5,5,3,3,2,5,4,0,5,5,5,5,5,3,5
"Randolph, Boyd, Cherry and Vaughan",7,7,7,7,7,3,6,7,6,3,7,7,7,7,7,3,7
Rapid Auto Loans LLC,8,8,8,8,0,2,4,7,6,1,4,8,8,8,8,6,8
"Rapid Collection Systems, Inc.",1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
Rapid Mortgage Company,4,4,4,4,1,2,0,4,3,0,3,4,4,4,4,1,4
"Rapidly Financial, Inc.",1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1
Rapture Technology,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1
Rash Curtis and Associates,331,331,327,331,329,122,151,327,302,52,226,331,331,331,331,185,331
RateBeat LLC,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
RateGenius Loan Services Inc,17,17,17,17,16,13,0,17,15,2,15,17,17,17,17,0,17
"Rauch-Milliken International, Inc.",45,45,45,45,45,22,12,45,41,6,35,45,45,45,45,22,45
"Rausch, Sturm, Israel, Enerson & Hornik, LLP",175,175,174,175,171,71,32,174,151,27,114,175,175,175,175,78,175
"Ray Klein, Inc.",296,296,290,296,296,116,184,295,267,55,198,296,296,296,296,180,296
Ray Skillman Chevrolet Inc,3,3,3,3,3,3,0,3,1,1,3,3,3,3,3,0,3
Ray Skillman Ford Inc,2,2,2,2,0,1,1,2,2,1,1,2,2,2,2,2,2
Ray Skillman GMC Truck Inc,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
Ray Skillman Westside Imports Inc,4,4,4,4,2,3,3,4,4,0,4,4,4,4,4,2,4
"Razor Capital, LLC",53,53,51,53,51,21,30,52,48,4,30,53,53,53,53,37,53
Real Estate Solutions,2,2,2,2,1,2,0,2,2,0,2,2,2,2,2,0,2
"Real Property Business Services, Inc.",1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
Real Property Title Group LLC,2,2,2,2,0,1,1,2,2,0,2,2,2,2,2,2,2
"Real Time Resolutions, Inc.",735,735,716,735,389,229,14,728,673,118,400,735,735,735,735,476,735
"Real Title Agency, LLC",2,2,2,2,0,1,2,2,1,0,2,2,2,2,2,1,2
Receivable Asset Management,29,29,29,29,28,7,1,29,29,7,15,29,29,29,29,27,29
"Receivable Collection Services, LLC",11,11,11,11,11,3,1,11,11,0,9,11,11,11,11,4,11
"Receivable Management Group, Inc. (GA)",105,105,104,105,105,51,76,104,98,10,83,105,105,105,105,40,105
Receivable Management Inc.,5,5,5,5,5,3,0,5,4,1,5,5,5,5,5,3,5
Receivable Recovery Partners LLC,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
"Receivable Recovery Services, LLC",129,129,129,129,128,58,1,129,115,7,101,129,129,129,129,66,129
"Receivable Solutions Specialist, Inc.",36,36,36,36,36,20,19,35,34,2,29,36,36,36,36,22,36
"Receivable Solutions, Inc.",107,107,106,107,106,50,1,106,83,23,87,107,107,107,107,47,107
Receivables Management Associates,14,14,14,14,14,6,8,14,11,2,13,14,14,14,14,9,14
"Receivables Management Associates, Inc.",1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1
Receivables Management Corporation,96,96,96,96,95,45,86,94,78,26,78,96,96,96,96,35,96
Receivables Management Corporation of America,9,9,9,9,9,3,1,9,6,2,7,9,9,9,9,5,9
"Receivables Management Group, Inc. (MN)",25,25,25,25,25,1,0,25,25,7,3,25,25,25,25,25,25
"Receivables Management Partners, LLC",751,751,741,751,748,288,11,745,667,73,546,751,751,751,751,448,751
"Receivables Outsourcing, Inc.",66,66,66,66,66,31,4,66,55,9,50,66,66,66,66,42,66
"Receivables Performance Management, LLC",1518,1518,1507,1518,1511,596,1031,1492,1363,278,995,1518,1518,1518,1518,855,1518
"Recheck, Inc",2,2,2,2,2,0,1,2,2,0,1,2,2,2,2,2,2
"Recovco Mortgage Management, LLC",4,4,4,4,0,3,3,4,3,0,3,4,4,4,4,0,4
Recovery Ace Inc,2,2,2,2,2,0,1,2,2,1,2,2,2,2,2,0,2
Recovery Management Solutions LLC,9,9,9,9,9,5,1,9,8,1,9,9,9,9,9,1,9
"Recovery One, LLC",82,82,82,82,82,34,2,81,71,8,54,82,82,82,82,47,82
"Recovery Partners, LLC",43,43,43,43,42,12,13,42,38,7,21,43,43,43,43,32,43
"Recovery Solutions Group, LLC",44,44,43,44,43,22,6,44,38,8,37,44,44,44,44,17,44
Red Bishop LLC,26,26,26,26,25,14,1,26,23,3,24,26,26,26,26,0,26
Red Cedar Associates LLC,22,22,21,22,20,12,2,22,20,2,21,22,22,22,22,12,22
"Red Cedar Services, Inc",61,61,35,61,24,12,4,60,55,9,22,61,61,61,61,50,61
"Red River Collection Company, Inc.",2,2,2,2,2,1,1,2,2,0,2,2,2,2,2,2,2
Red River Collections Inc.,4,4,4,4,4,2,0,4,4,1,4,4,4,4,4,2,4
Red Rock Financial of Cedar City,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1
Red Rock Mortgage & Lending LLC,2,2,2,2,0,0,0,2,2,0,1,2,2,2,2,1,2
RedBrick Financial Group Inc.,4,4,4,4,3,2,2,4,4,0,4,4,4,4,4,0,4
"Redfin Mortgage, LLC",1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1
Reese Law Group,7,7,7,7,6,4,6,7,7,0,5,7,7,7,7,4,7
"Regional Acquisition Group, Inc.",38,38,37,38,35,4,7,35,33,2,11,38,38,38,38,29,38
"Regional Collection Services, Inc.",6,6,6,6,6,3,0,6,4,1,6,6,6,6,6,2,6
Regional Credit Solutions,29,29,29,29,29,2,0,29,27,2,2,29,29,29,29,28,29
Regional Mediation Associates LLC,2,2,2,2,1,1,0,2,1,0,1,2,2,2,2,0,2
Regional Processing Services,18,18,17,18,17,10,3,18,17,0,17,18,18,18,18,6,18
Regional Trustee Services Corporation,6,6,6,6,1,0,0,5,5,0,0,6,6,6,6,6,6
Registered Mediation Associates LLC,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,2,3
"Reimer, Arnovitz, Chernek &Jeffrey Co., LPA",23,23,23,23,22,12,19,23,19,2,20,23,23,23,23,4,23
ReliaMax Holding Company,13,13,13,13,12,9,9,11,10,1,10,13,13,13,13,2,13
"Reliable Auto Finance, Inc.",4,4,4,4,3,1,4,4,4,0,4,4,4,4,4,2,4
"Reliable Credit Association, Inc.",39,39,39,39,26,16,35,39,33,4,30,39,39,39,39,20,39
Reliance Exchange Group,30,30,27,30,27,2,0,30,29,4,2,30,30,30,30,30,30
"Reliant Capital Solutions, LLC",179,179,179,179,177,81,21,174,158,32,122,179,179,179,179,79,179
Reliant Financial Corporation,29,29,29,29,15,16,20,29,27,5,20,29,29,29,29,15,29
"Relin, Goldstein & Crane, LLP",10,10,10,10,10,6,1,10,10,2,8,10,10,10,10,3,10
"Remex, Inc.",87,87,86,87,87,31,3,87,81,5,56,87,87,87,87,46,87
Remit Corporation,17,17,15,17,15,7,11,17,12,2,12,17,17,17,17,17,17
"Remitly, Inc.",80,80,80,80,2,50,16,75,61,6,66,80,80,80,80,17,80
Renew Financial Holdings Inc,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2,0,2
"Rent Recover, LLC",148,148,145,148,147,61,0,148,136,19,109,148,148,148,148,99,148
Rent Recovery Solutions,383,383,357,383,381,183,0,376,337,43,301,383,383,383,383,211,383
"RentDebt Automated Collections, LLC",225,225,222,225,224,90,6,224,189,35,170,225,225,225,225,78,225
Renton Collections Inc.,91,91,91,91,90,45,39,90,84,11,59,91,91,91,91,66,91
"Rescue 1 Financial, LLC",3,3,3,3,0,0,2,3,3,1,0,3,3,3,3,1,3
"ResidentCheck, Inc.",2,2,1,2,2,1,2,2,2,0,1,2,2,2,2,1,2
"ResidentCollect, Inc.",224,224,223,224,223,86,22,222,213,21,163,224,224,224,224,117,224
Residential Credit Opportunities Trust,4,4,4,4,0,3,0,4,4,0,3,4,4,4,4,2,4
"Residential Credit Solutions, Inc.",815,815,814,815,42,123,3,809,776,134,223,815,815,815,815,802,815
Residential Finance Corporation (Closed),10,10,10,10,0,0,0,10,10,2,0,10,10,10,10,10,10
Residential Home Mortgage Corporation,3,3,3,3,1,2,0,3,3,0,2,3,3,3,3,1,3
"Residential Mortgage Solutions, Inc.",3,3,3,3,0,1,3,3,2,0,2,3,3,3,3,1,3
Residential Ttitle & Escrow Co,3,3,3,3,0,1,1,3,3,0,2,3,3,3,3,1,3
"Resolute Credit, LLC",2,2,2,2,2,2,1,2,2,0,2,2,2,2,2,2,2
"Resolve Partners, LLC",33,33,27,33,33,15,16,32,29,6,30,33,33,33,33,17,33
Resolve Solution Services Corporation,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2,2
Resource Management Group,15,15,15,15,15,8,8,15,14,2,12,15,15,15,15,10,15
Resource Marketing Corp. LLC,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
"Results Mortgage, LLC",1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1
"Results Unlimited, Inc.",36,36,36,36,36,19,2,34,30,6,26,36,36,36,36,18,36
"Resurgence Capital, LLC",2,2,2,2,1,0,0,2,2,1,2,2,2,2,2,2,2
"Resurgence Financial, LLC",7,7,7,7,7,1,1,7,7,2,3,7,7,7,7,6,7
"Resurgence Legal Group, PC",27,27,27,27,27,10,2,26,25,1,17,27,27,27,27,10,27
Resurgent Capital Services L.P.,5072,5072,4944,5072,4810,1860,3,5022,4560,715,3186,5072,5072,5072,5072,2195,5072
Retail Merchants Associates,39,39,39,39,39,13,2,38,35,3,31,39,39,39,39,14,39
"Retail Recovery Service N. J., Inc.",2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,1,2
"Retailers' Credit Association of Grass Valley, Inc.",1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
Retention Consulting Services Inc.,11,11,11,11,10,5,0,11,8,3,10,11,11,11,11,8,11
"Retrieval-Masters Creditors Bureau, Inc.",714,714,713,714,711,218,432,701,647,104,387,714,714,714,714,492,714
"RevCrest, Inc.",8,8,8,8,8,3,4,7,7,1,6,8,8,8,8,4,8
"RevMD Partners, LLC.",22,22,21,22,22,5,10,22,20,4,13,22,22,22,22,16,22
"RevSolve, Inc.",83,83,83,83,83,17,14,83,76,14,48,83,83,83,83,57,83
Revenue Assistance Corporation dba Revenue Group,126,126,126,126,126,49,0,124,116,19,72,126,126,126,126,93,126
Revenue Assurance Professionals LLC,86,86,84,86,86,49,66,86,77,10,82,86,86,86,86,31,86
"Revenue Collection Bureau, Inc.",5,5,5,5,5,2,1,5,5,0,4,5,5,5,5,4,5
"Revenue Cycle Associates, Inc.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Revenue Cycle Management,4,4,4,4,4,1,0,4,3,2,2,4,4,4,4,4,4
Revenue Cycle Management Corp,7,7,7,7,7,3,3,7,4,2,5,7,7,7,7,5,7
"Revenue Enterprises, LLC",46,46,46,46,46,16,34,45,38,7,35,46,46,46,46,21,46
Revenue Recovery Bureau (Closed),11,11,11,11,11,3,1,11,11,0,4,11,11,11,11,11,11
Revenue Recovery Corporation,198,198,193,198,193,49,117,198,186,22,107,198,198,198,198,197,198
Revenue Recovery Systems,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"Revenue Systems, Inc.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Reverse Mortgages.com, Inc.",2,2,2,2,0,0,2,2,2,0,0,2,2,2,2,0,2
Rhode Island Housing and Mortgage Finance Corporation,12,12,12,12,1,4,6,12,10,0,12,12,12,12,12,0,12
Rhode Island Student Loan Authority,34,34,34,34,25,9,3,34,31,2,14,34,34,34,34,28,34
"Rhodes, Kelly Assoc Inc",8,8,8,8,8,5,6,8,8,1,6,8,8,8,8,1,8
"Rhojo Enterprises, LLC",25,25,24,25,24,10,15,25,22,20,24,25,25,25,25,17,25
Ricart Financial Services,12,12,12,12,9,6,9,12,10,2,7,12,12,12,12,8,12
"Richard A. Abrams, Attorney at Law",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
Richard A. Weidel Corporation,2,2,2,2,0,0,0,2,1,1,1,2,2,2,2,1,2
"Richard B. Maner, P. C.",5,5,5,5,1,3,0,5,5,2,3,5,5,5,5,2,5
Richard H. Kream,3,3,3,3,3,1,3,3,2,0,2,3,3,3,3,2,3
"Richard J. Boudreau & Associates, LLC",30,30,30,30,29,3,1,30,29,1,11,30,30,30,30,21,30
"Richard J. Murphey, Attorney at Law",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"Richard P. Joblove, P.A.",1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
"Richard Sokoloff, Attorney At Law",37,37,36,37,37,19,8,35,31,5,22,37,37,37,37,27,37
Richland Bureau of Credits Medical Service Bureau Inc.,18,18,17,18,18,6,0,17,15,2,12,18,18,18,18,8,18
"Richland Holdings, Inc.",36,36,36,36,36,18,23,35,30,10,32,36,36,36,36,13,36
"Rickart Collection Systems, Inc.",24,24,24,24,24,9,1,24,19,2,15,24,24,24,24,12,24
"Ridge & Valley Realty, Inc.",44,44,44,44,44,17,4,43,40,11,27,44,44,44,44,28,44
Ridgeway Advisory Group LLC,7,7,7,7,7,0,0,7,7,0,0,7,7,7,7,7,7
Riehlman Shafer and Shaw LLC,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
"Riexinger & Associates, LLC",3,3,3,3,3,1,0,3,3,0,1,3,3,3,3,3,3
